treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
0,37,12,0,0,1,0,0,0,0
0,45,12,0,0,1,0,0,0,22165.8984375
0,35,16,0,0,1,0,0,0,0
0,37,17,0,0,1,0,0,0,66497.6953125
0,27,17,0,0,1,0,0,0,0
0,47,14,0,0,1,0,0,0,0
0,48,12,0,0,1,0,0,0,0
0,42,12,0,0,1,0,0,0,0
0,43,12,0,0,1,0,0,0,0
0,46,12,0,0,1,0,0,0,0
0,46,12,0,0,1,0,0,0,0
0,46,12,0,0,1,0,0,0,0
0,29,16,0,0,1,0,0,0,8396.4423828125
0,39,13,0,0,1,0,0,0,0
0,32,12,0,0,1,0,0,0,0
0,48,16,0,0,1,0,0,0,0
0,48,16,0,0,1,0,0,0,0
0,41,13,0,0,1,0,0,0,0
0,42,13,0,0,1,0,0,0,0
0,42,13,0,0,1,0,0,0,0
0,42,13,0,0,1,0,0,0,0
0,54,13,0,0,1,0,0,0,0
0,29,14,0,0,1,0,0,0,0
0,54,12,0,0,1,0,0,0,0
0,54,12,0,0,1,0,0,0,0
0,26,14,0,0,1,0,0,0,0
0,43,17,0,0,1,0,0,0,36943.1640625
0,54,12,0,0,1,0,0,0,0
0,37,12,0,0,1,0,0,0,0
0,54,16,0,0,1,0,0,0,0
0,48,17,0,0,1,0,0,0,0
0,44,12,0,0,1,0,0,0,0
0,54,12,0,0,1,0,0,0,0
0,38,12,0,0,1,0,0,0,0
0,37,13,0,0,1,0,0,0,0
0,27,17,0,0,1,0,0,0,0
0,51,12,0,0,1,0,0,0,0
0,39,12,0,0,1,0,0,0,0
0,55,14,0,0,1,0,0,0,0
0,54,13,0,0,1,0,0,0,0
0,54,13,0,0,1,0,0,0,0
0,34,12,0,0,1,0,0,0,0
0,50,14,0,0,1,0,0,0,0
0,50,12,0,0,1,0,0,0,0
0,21,14,0,1,0,0,0,71.61289978027344,3657.373291015625
0,26,12,0,0,1,0,0,71.61289978027344,0
0,21,13,0,0,0,0,0,692.8548583984375,2659.90771484375
0,23,16,0,0,1,0,0,1521.774169921875,0
0,21,15,0,0,0,0,0,3222.58056640625,14777.265625
0,23,14,0,0,0,0,0,3401.61279296875,5319.81591796875
0,27,16,0,0,1,0,0,4833.87109375,0
0,25,12,0,0,1,0,0,5729.0322265625,26599.078125
0,27,17,0,0,0,0,0,6087.0966796875,7388.6328125
0,55,12,0,0,1,0,0,6266.12890625,10344.0859375
0,20,12,0,0,1,0,0,7161.29052734375,0
0,18,12,0,0,1,0,0,8056.45166015625,19210.4453125
0,27,12,0,0,1,0,0,8235.484375,20688.171875
0,28,16,0,0,1,0,0,8951.61328125,36943.1640625
0,36,12,1,0,1,0,0,8951.61328125,11821.8134765625
0,33,13,1,0,1,0,0,10741.9345703125,20688.171875
0,36,12,0,0,1,0,0,10741.9345703125,0
0,27,13,0,0,1,0,0,16112.9033203125,29554.53125
0,45,17,0,0,1,0,0,16112.9033203125,17732.71875
0,45,17,0,0,1,0,0,16112.9033203125,17732.71875
0,45,17,0,0,1,0,0,16112.9033203125,17732.71875
0,31,12,0,0,1,0,0,17903.2265625,0
0,34,12,0,0,1,0,0,17903.2265625,63542.2421875
0,34,12,0,0,1,0,0,17903.2265625,63542.2421875
0,47,14,0,0,1,0,0,17903.2265625,22165.8984375
0,35,16,0,0,1,0,0,19693.548828125,17732.71875
0,43,17,0,0,1,0,0,21161.61328125,29554.53125
0,25,12,1,0,1,0,0,21483.87109375,1220.6021728515625
0,29,15,0,0,0,0,0,21483.87109375,22313.671875
0,31,12,0,0,1,0,0,21483.87109375,20688.171875
0,52,12,0,0,1,0,0,21483.87109375,22165.8984375
0,22,16,0,0,0,0,0,22558.064453125,32509.984375
0,53,15,0,0,1,0,0,24169.35546875,28076.8046875
0,29,17,0,0,1,0,0,25959.677734375,36898.83203125
0,31,13,0,0,1,0,0,25959.677734375,39898.6171875
0,35,12,0,0,1,0,0,26138.7109375,29554.53125
0,29,16,0,0,1,0,0,26854.83984375,23643.625
0,39,12,0,0,1,0,0,28645.16015625,31032.2578125
0,37,14,0,0,1,0,0,32225.806640625,0
0,30,14,0,0,1,0,0,32225.806640625,22165.8984375
0,43,17,0,0,1,0,0,42251.61328125,41376.34375
0,32,17,0,0,1,0,0,46548.38671875,39898.6171875
0,44,12,0,0,1,0,0,71612.90625,81274.9609375
0,32,16,0,0,1,0,577.98370361328125,6910.64501953125,18609.01171875
0,43,12,1,0,1,0,715.13238525390625,1879.8387451171875,5910.90625
0,24,12,1,0,0,0,783.70672607421875,0,10344.0859375
0,22,13,0,0,0,0,783.70672607421875,0,2305.25341796875
0,35,15,0,0,1,0,979.6334228515625,537.09674072265625,0
0,26,15,0,0,0,0,979.6334228515625,1879.8387451171875,3250.99853515625
0,29,17,0,0,1,0,979.6334228515625,8951.61328125,0
0,23,12,1,0,0,0,1077.5966796875,3222.58056640625,5910.90625
0,19,12,0,0,1,0,1154.008056640625,8593.548828125,26599.078125
0,48,16,0,0,1,0,1240.2159423828125,1466.274169921875,1152.626708984375
0,48,16,0,0,1,0,1240.2159423828125,1466.274169921875,1152.626708984375
0,22,12,1,0,1,0,1269.6048583984375,0,0
0,20,12,1,0,0,0,1367.5682373046875,12532.2578125,2955.453125
0,24,17,0,0,1,0,1371.48681640625,0,24825.806640625
0,27,16,0,0,1,0,1469.4500732421875,1253.225830078125,4363.7265625
0,21,14,0,0,0,0,1506.6761474609375,2685.48388671875,11082.94921875
0,53,13,0,0,1,0,1567.4134521484375,3938.709716796875,4728.72509765625
0,53,13,0,0,1,0,1567.4134521484375,3938.709716796875,4728.72509765625
0,53,16,0,0,1,0,1665.3768310546875,0,2955.453125
0,22,15,0,0,1,0,1763.340087890625,5370.9677734375,22165.8984375
0,21,15,0,0,0,0,1763.340087890625,9667.7421875,4137.63427734375
0,30,12,0,0,1,0,1959.266845703125,1790.3226318359375,1477.7265625
0,21,12,1,0,0,0,1959.266845703125,5460.48388671875,1152.626708984375
0,27,16,0,0,1,0,1959.266845703125,17545.16015625,21427.03515625
0,22,15,0,0,0,0,1967.1038818359375,2864.51611328125,5024.2705078125
0,22,12,1,0,1,0,2006.2891845703125,2470.645263671875,0
0,23,13,0,0,1,0,2155.193603515625,5370.9677734375,11378.4951171875
0,33,12,0,0,1,0,2351.1201171875,0,2770.7373046875
0,24,13,0,0,0,0,2351.1201171875,3127.693603515625,14777.265625
0,20,12,1,0,0,0,2351.1201171875,4475.806640625,17732.71875
0,22,16,0,0,0,0,2351.1201171875,23274.193359375,25860.21484375
0,19,12,0,0,1,0,2547.046875,10741.9345703125,0
0,22,15,0,0,1,0,2547.046875,17187.09765625,25860.21484375
0,43,14,0,0,1,0,2645.01025390625,0,6992.60205078125
0,39,12,0,0,1,0,2742.973388671875,7161.29052734375,11821.8134765625
0,28,12,1,0,0,0,2938.900146484375,2864.51611328125,0
0,19,14,0,0,0,0,2938.900146484375,3222.58056640625,0
0,26,17,0,0,1,0,2938.900146484375,12532.2578125,23643.625
0,18,12,0,0,1,0,3134.826904296875,11100,20688.171875
0,23,15,0,0,1,0,3320.957275390625,2506.45166015625,9974.654296875
0,24,12,1,0,0,0,3330.753662109375,4654.8388671875,11821.8134765625
0,27,12,0,0,1,0,3526.68017578125,0,5910.90625
0,29,17,0,0,1,0,3526.68017578125,15217.7421875,24382.48828125
0,22,12,1,0,0,0,3579.580322265625,17133.38671875,11821.8134765625
0,27,12,0,0,1,0,3722.60693359375,254.22581481933594,1090.562255859375
0,27,15,0,0,1,0,3722.60693359375,4654.8388671875,19210.4453125
0,20,12,1,0,0,0,3730.444091796875,8951.61328125,13299.5390625
0,27,12,1,0,1,0,3918.53369140625,1994.41943359375,17732.71875
0,23,12,1,0,1,0,3918.53369140625,2864.51611328125,8866.359375
0,23,12,1,0,1,0,3918.53369140625,11637.0966796875,9752.9951171875
0,22,12,0,0,1,0,3918.53369140625,15396.7744140625,39898.6171875
0,31,12,1,0,1,0,3918.53369140625,18440.322265625,24973.578125
0,26,17,0,0,0,0,4173.23828125,11637.0966796875,9457.4501953125
0,20,12,0,0,1,0,4310.38720703125,0,4433.1796875
0,30,17,0,0,1,0,4310.38720703125,4296.7744140625,22476.220703125
0,42,16,0,0,0,0,4398.55419921875,17903.2265625,16254.9921875
0,21,14,0,0,1,0,4506.3134765625,9309.677734375,23052.53515625
0,25,16,0,0,1,0,4604.27685546875,2954.0322265625,0
0,27,15,0,0,1,0,4702.240234375,0,0
0,26,17,0,0,1,0,4702.240234375,19693.548828125,26599.078125
0,29,16,0,0,1,0,4800.20361328125,17187.09765625,23643.625
0,20,12,0,0,0,0,4811.95947265625,716.1290283203125,0
0,52,12,0,0,1,0,4898.1669921875,0,0
0,23,17,0,0,0,0,4898.1669921875,2148.38720703125,33987.7109375
0,21,14,0,0,1,0,4898.1669921875,7161.29052734375,17141.62890625
0,24,16,0,0,0,0,4898.1669921875,8951.61328125,17732.71875
0,30,17,0,0,1,0,4898.1669921875,12084.6767578125,5172.04296875
0,25,17,0,0,0,0,4996.13037109375,17414.46875,5030.18115234375
0,21,12,0,0,1,0,5094.09375,6803.2255859375,7388.6328125
0,28,12,0,0,1,0,5094.09375,10741.9345703125,9014.1318359375
0,20,12,0,0,1,0,5182.2607421875,6266.12890625,15244.2265625
0,36,16,0,0,0,0,5290.0205078125,4833.87109375,5319.81591796875
0,19,12,1,0,0,0,5387.98388671875,8056.45166015625,12117.3583984375
0,21,12,1,0,1,0,5868.00390625,3043.54833984375,10048.541015625
0,47,12,0,0,1,0,5868.00390625,9513.7744140625,5319.81591796875
0,24,16,0,0,1,0,5877.80029296875,4833.87109375,33987.7109375
0,24,12,1,0,1,0,5877.80029296875,8951.61328125,17732.71875
0,25,17,0,0,1,0,5877.80029296875,10562.9033203125,30101.2890625
0,21,16,0,0,1,0,5877.80029296875,10562.9033203125,16993.85546875
0,31,12,1,0,1,0,5877.80029296875,11064.1943359375,15959.447265625
0,26,14,0,0,1,0,5877.80029296875,13427.4189453125,31032.2578125
0,22,12,1,0,0,0,5891.51513671875,10367.7578125,5763.1337890625
0,20,13,1,0,0,0,5897.39306640625,12532.2578125,14777.265625
0,20,13,0,1,1,0,6073.72705078125,10025.8056640625,27337.94140625
0,27,14,0,0,1,0,6269.65380859375,0,26007.98828125
0,26,12,0,0,0,0,6269.65380859375,11637.0966796875,10344.0859375
0,23,17,0,0,1,0,6367.6171875,5370.9677734375,0
0,23,12,1,0,0,0,6494.96923828125,12532.2578125,14186.1748046875
0,22,12,1,0,0,0,6583.13671875,4475.806640625,0
0,21,12,1,0,0,0,6661.50732421875,11458.0654296875,11208.5556640625
0,21,12,0,0,1,0,6661.50732421875,12532.2578125,25121.3515625
0,28,14,0,0,1,0,6739.8779296875,7877.41943359375,13742.857421875
0,27,12,1,0,1,0,6855.474609375,0,8275.2685546875
0,25,14,0,0,0,0,6857.43359375,1790.3226318359375,0
0,30,12,0,0,1,0,6857.43359375,3222.58056640625,3250.99853515625
0,27,13,1,0,1,0,6857.43359375,4096.25830078125,24514.005859375
0,22,13,0,0,0,0,6857.43359375,6266.12890625,17363.287109375
0,23,16,0,0,1,0,6857.43359375,14143.5478515625,22165.8984375
0,24,12,1,0,1,0,6857.43359375,14322.5810546875,26599.078125
0,19,13,0,0,0,0,6857.43359375,15217.7421875,17732.71875
0,21,14,0,0,1,0,6974.98974609375,11407.9345703125,17141.62890625
0,29,17,0,0,1,0,7053.3603515625,7161.29052734375,8866.359375
0,27,16,0,0,1,0,7053.3603515625,11637.0966796875,25121.3515625
0,28,15,0,0,1,0,7249.287109375,15217.7421875,9161.9052734375
0,26,12,0,0,1,0,7406.0283203125,0,2955.453125
0,54,12,0,0,1,0,7445.2138671875,0,0
0,28,15,1,0,0,0,7445.2138671875,0,12708.44921875
0,27,15,0,0,1,0,7445.2138671875,10741.9345703125,18471.58203125
0,26,13,0,0,0,0,7449.13232421875,5729.0322265625,9605.22265625
0,21,12,0,0,1,0,7523.58447265625,7934.70947265625,0
0,53,14,1,0,1,0,7641.140625,8421.677734375,8127.49609375
0,21,13,0,0,1,0,7688.1630859375,12743.515625,11082.94921875
0,22,13,0,0,0,0,7739.10400390625,3759.677490234375,16254.9921875
0,27,16,0,0,0,0,7837.0673828125,0,0
0,37,15,0,1,1,0,7837.0673828125,179.03225708007812,11821.8134765625
0,33,13,0,0,0,0,7837.0673828125,3580.645263671875,16254.9921875
0,19,12,1,0,0,0,7837.0673828125,3759.677490234375,3694.31640625
0,28,12,0,0,1,0,7837.0673828125,4475.806640625,15663.90234375
0,32,12,1,0,1,0,7837.0673828125,5370.9677734375,8866.359375
0,24,12,0,0,0,0,7837.0673828125,5370.9677734375,5910.90625
0,22,12,0,0,0,0,7837.0673828125,7497.87109375,17732.71875
0,20,12,1,0,1,0,7837.0673828125,8951.61328125,20688.171875
0,23,12,0,0,1,0,7837.0673828125,8951.61328125,12058.2490234375
0,27,12,1,0,1,0,7837.0673828125,8951.61328125,2210.678955078125
0,23,12,1,0,1,0,7837.0673828125,12532.2578125,21870.353515625
0,19,12,0,1,1,0,7837.0673828125,12532.2578125,13299.5390625
0,27,14,0,0,0,0,7837.0673828125,14322.5810546875,16254.9921875
0,22,16,0,0,1,0,7837.0673828125,16112.9033203125,16254.9921875
0,42,12,0,0,1,0,7837.0673828125,16112.9033203125,15516.12890625
0,20,13,0,0,0,0,7837.0673828125,17491.451171875,2216.58984375
0,29,13,0,0,0,0,7958.5419921875,0,0
0,23,12,1,0,1,0,7993.80859375,13427.4189453125,4433.1796875
0,19,12,0,0,1,0,8054.5458984375,9309.677734375,11963.673828125
0,21,12,1,0,1,0,8150.5498046875,13092.62890625,10583.4775390625
0,26,12,0,0,1,0,8228.9208984375,13606.4521484375,11969.5849609375
0,21,16,0,0,0,0,8228.9208984375,22379.03125,27337.94140625
0,24,12,1,0,1,0,8275.943359375,15416.4677734375,8335.85546875
0,29,12,0,0,1,0,8389.580078125,5908.064453125,14481.7197265625
0,26,12,1,0,1,0,8616.85546875,8593.548828125,10344.0859375
0,23,14,1,0,1,0,8675.6337890625,10398.1943359375,13003.994140625
0,25,12,0,0,0,0,8683.470703125,9130.6455078125,15811.673828125
0,21,12,0,0,1,0,8816.7001953125,5729.0322265625,18096.240234375
0,25,12,1,0,0,0,8816.7001953125,6266.12890625,10344.0859375
0,22,12,0,0,1,0,8816.7001953125,9939.87109375,15486.5751953125
0,22,12,0,0,1,0,8816.7001953125,10741.9345703125,19653.763671875
0,23,12,1,0,1,0,8816.7001953125,12174.1943359375,18471.58203125
0,18,12,0,0,0,0,8816.7001953125,14322.5810546875,22165.8984375
0,27,12,1,0,0,0,8816.7001953125,14322.5810546875,19210.4453125
0,21,12,1,0,0,0,8816.7001953125,14859.6767578125,5578.41796875
0,25,12,0,0,1,0,8816.7001953125,16112.9033203125,26599.078125
0,21,13,0,0,1,0,8816.7001953125,17903.2265625,28224.578125
0,27,12,0,0,1,0,8816.7001953125,44758.06640625,0
0,23,12,0,0,1,0,8840.2119140625,7161.29052734375,10416.4951171875
0,21,12,0,0,1,0,8867.6416015625,14995.7421875,17732.71875
0,23,14,1,0,1,0,8934.2568359375,12532.2578125,8866.359375
0,23,16,1,0,0,0,9012.626953125,16490.66015625,19210.4453125
0,31,17,0,0,1,0,9012.626953125,29465.12890625,39817.34375
0,27,12,1,0,1,0,9067.486328125,5370.9677734375,6649.76953125
0,21,12,1,0,1,0,9169.3681640625,7161.29052734375,7388.6328125
0,23,12,1,0,1,0,9169.3681640625,8271.2900390625,10403.1953125
0,19,12,0,0,1,0,9208.5537109375,5550,11526.2666015625
0,46,12,0,0,1,0,9284.9658203125,8504.0322265625,10376.595703125
0,24,12,0,0,1,0,9371.1728515625,2864.51611328125,2216.58984375
0,20,13,0,1,0,0,9404.48046875,0,8275.2685546875
0,24,17,0,0,1,0,9404.48046875,5370.9677734375,22904.76171875
0,23,12,0,0,1,0,9404.48046875,9130.6455078125,11821.8134765625
0,34,12,0,0,1,0,9404.48046875,9166.451171875,23475.1640625
0,35,12,0,0,1,0,9404.48046875,9313.2578125,11821.8134765625
0,23,12,0,0,0,0,9404.48046875,11834.0322265625,16846.08203125
0,21,14,1,0,0,0,9420.1552734375,5370.9677734375,9900.767578125
0,21,12,0,1,1,0,9496.56640625,8772.5810546875,10512.546875
0,26,12,0,0,1,0,9561.2216796875,0,13299.5390625
0,23,13,0,0,1,0,9698.37109375,8593.548828125,23643.625
0,27,12,0,1,1,0,9698.37109375,11279.0322265625,14038.40234375
0,50,12,0,1,1,0,9788.4970703125,9846.7744140625,13299.5390625
0,27,12,1,0,1,0,9796.333984375,0,11821.8134765625
0,25,12,0,0,1,0,9796.333984375,2685.48388671875,25121.3515625
0,21,12,1,0,1,0,9796.333984375,4296.7744140625,14777.265625
0,21,13,0,0,1,0,9796.333984375,8593.548828125,28787.591796875
0,33,12,1,0,0,0,9796.333984375,8951.61328125,0
0,19,12,0,0,1,0,9796.333984375,9846.7744140625,20688.171875
0,20,12,0,0,1,0,9796.333984375,10204.8388671875,29258.986328125
0,22,12,1,0,1,0,9796.333984375,10741.9345703125,11162.7470703125
0,32,12,0,0,1,0,9796.333984375,11458.0654296875,11821.8134765625
0,24,13,0,0,1,0,9796.333984375,11458.0654296875,11526.2666015625
0,29,12,1,0,1,0,9796.333984375,12532.2578125,19210.4453125
0,23,12,1,0,1,0,9796.333984375,12532.2578125,11821.8134765625
0,26,14,0,0,1,0,9796.333984375,13427.4189453125,20688.171875
0,20,12,0,0,1,0,9796.333984375,13427.4189453125,10713.517578125
0,27,12,1,0,1,0,9796.333984375,14322.5810546875,11821.8134765625
0,24,12,1,0,1,0,9796.333984375,14322.5810546875,33987.7109375
0,24,17,0,0,0,0,9796.333984375,16112.9033203125,36943.1640625
0,21,13,0,0,0,0,9796.333984375,16112.9033203125,20688.171875
0,25,12,1,0,1,0,9796.333984375,21483.87109375,6649.76953125
0,30,12,1,0,1,0,9796.333984375,25064.515625,29554.53125
0,26,12,1,0,0,0,9913.8896484375,10741.9345703125,15619.5703125
0,22,12,0,0,0,0,9951.1162109375,14322.5810546875,14777.265625
0,47,12,0,0,1,0,9968.7490234375,10523.515625,11283.919921875
0,22,12,0,0,0,0,9992.2607421875,15754.8388671875,19949.30859375
0,31,12,1,0,1,0,10188.1865234375,8951.61328125,9605.22265625
0,35,12,0,0,1,0,10188.1865234375,9309.677734375,11821.8134765625
0,49,12,0,0,1,0,10231.291015625,11082.0966796875,6537.46240234375
0,25,13,1,0,0,0,10246.96484375,15396.7744140625,12486.7900390625
0,23,12,0,0,1,0,10290.0693359375,10562.9033203125,9221.013671875
0,25,17,0,0,1,0,10384.1142578125,22004.85546875,49429.953125
0,23,16,0,0,1,0,10384.1142578125,26854.83984375,11821.8134765625
0,34,17,0,0,0,0,10580.041015625,7161.29052734375,5910.90625
0,21,12,0,0,1,0,10580.041015625,8056.45166015625,12117.3583984375
0,27,12,1,0,0,0,10623.14453125,3222.58056640625,8866.359375
0,23,12,0,0,1,0,10775.966796875,5370.9677734375,11821.8134765625
0,23,12,0,0,1,0,10775.966796875,7161.29052734375,16993.85546875
0,32,17,0,0,0,0,10775.966796875,7161.29052734375,0
0,27,12,1,0,1,0,10775.966796875,8951.61328125,7536.4052734375
0,24,12,1,0,0,0,10775.966796875,9309.677734375,8275.2685546875
0,34,12,0,0,1,0,10775.966796875,11637.0966796875,14186.1748046875
0,29,12,0,0,1,0,10775.966796875,12532.2578125,25860.21484375
0,28,14,0,0,1,0,10775.966796875,13427.4189453125,0
0,18,12,0,0,0,0,10775.966796875,14322.5810546875,21427.03515625
0,20,12,1,0,0,0,10775.966796875,16372.5,29554.53125
0,25,13,0,0,1,0,10775.966796875,16739.515625,18966.62109375
0,23,12,1,0,1,0,10775.966796875,20481.2890625,29391.982421875
0,26,17,0,0,1,0,10775.966796875,29182.2578125,35465.4375
0,24,12,0,0,0,0,10873.9306640625,15754.8388671875,20132.546875
0,23,12,0,0,1,0,10971.8935546875,10204.8388671875,31032.2578125
0,23,16,0,0,0,0,10971.8935546875,18798.38671875,20924.607421875
0,26,12,1,0,1,0,11167.8212890625,1074.1934814453125,8866.359375
0,46,12,0,0,1,0,11167.8212890625,7161.29052734375,17732.71875
0,23,12,1,0,1,0,11167.8212890625,7812.9677734375,14777.265625
0,41,12,0,0,1,0,11167.8212890625,10741.9345703125,12412.9033203125
0,19,12,0,0,1,0,11201.1279296875,14143.5478515625,24338.15625
0,29,12,0,0,1,0,11259.90625,9041.12890625,26599.078125
0,24,12,1,0,0,0,11285.376953125,13069.35546875,10344.0859375
0,23,12,1,0,0,0,11328.4814453125,2685.48388671875,29216.1328125
0,22,12,0,0,1,0,11363.7470703125,4654.8388671875,13299.5390625
0,21,12,0,0,0,0,11363.7470703125,9667.7421875,13299.5390625
0,27,12,0,0,1,0,11363.7470703125,12532.2578125,4137.63427734375
0,37,12,0,0,1,0,11430.36328125,11372.12890625,8866.359375
0,44,12,0,0,1,0,11559.673828125,7340.32275390625,27781.259765625
0,38,16,0,0,1,0,11559.673828125,7877.41943359375,17732.71875
0,34,12,0,0,1,0,11755.6005859375,0,11821.8134765625
0,49,12,0,0,0,0,11755.6005859375,0,0
0,23,12,0,0,1,0,11755.6005859375,0,17732.71875
0,28,14,1,0,1,0,11755.6005859375,0,25874.9921875
0,43,12,0,0,1,0,11755.6005859375,0,295.5453186035156
0,28,16,0,0,0,0,11755.6005859375,6445.1611328125,0
0,29,12,1,0,1,0,11755.6005859375,9846.7744140625,20688.171875
0,53,12,0,0,1,0,11755.6005859375,9893.322265625,5172.04296875
0,21,12,0,0,1,0,11755.6005859375,10204.8388671875,12560.67578125
0,24,13,1,0,1,0,11755.6005859375,10741.9345703125,31097.27734375
0,21,12,0,0,1,0,11755.6005859375,10741.9345703125,6649.76953125
0,24,12,0,0,1,0,11755.6005859375,11074.9345703125,13742.857421875
0,21,12,0,0,0,0,11755.6005859375,11637.0966796875,10048.541015625
0,23,14,0,0,1,0,11755.6005859375,11637.0966796875,25121.3515625
0,28,12,0,0,1,0,11755.6005859375,12532.2578125,0
0,28,12,0,0,1,0,11755.6005859375,12532.2578125,0
0,25,17,0,0,1,0,11755.6005859375,12621.7744140625,28963.44140625
0,23,13,0,0,1,0,11755.6005859375,13427.4189453125,16254.9921875
0,30,12,0,0,1,0,11755.6005859375,13635.0966796875,26599.078125
0,23,12,0,0,1,0,11755.6005859375,13785.484375,14186.1748046875
0,26,12,0,0,1,0,11755.6005859375,14322.5810546875,20688.171875
0,21,12,1,0,1,0,11755.6005859375,14322.5810546875,16254.9921875
0,26,12,0,0,1,0,11755.6005859375,14322.5810546875,17732.71875
0,25,12,1,0,1,0,11755.6005859375,14322.5810546875,21427.03515625
0,22,12,0,0,1,0,11755.6005859375,14465.8056640625,18102.150390625
0,28,16,0,0,1,0,11755.6005859375,15217.7421875,20688.171875
0,22,13,1,0,1,0,11755.6005859375,15217.7421875,0
0,24,16,0,0,1,0,11755.6005859375,16112.9033203125,31032.2578125
0,27,15,1,0,0,0,11755.6005859375,16744.88671875,18442.02734375
0,19,12,0,0,0,0,11755.6005859375,19335.484375,16254.9921875
0,38,14,0,0,1,0,11755.6005859375,19693.548828125,0
0,38,14,0,0,0,0,11755.6005859375,21483.87109375,7388.6328125
0,45,12,0,0,1,0,11771.275390625,11270.0810546875,16822.439453125
0,26,12,1,0,1,0,11775.193359375,14150.7099609375,16342.177734375
0,31,16,0,0,1,0,11784.990234375,9846.7744140625,5390.74658203125
0,25,13,1,0,1,0,11931.9345703125,13824.87109375,12656.7275390625
0,25,14,0,0,1,0,11973.0791015625,14322.5810546875,14777.265625
0,22,12,0,0,1,0,12051.4501953125,16025.1767578125,13151.7666015625
0,36,12,0,0,1,0,12147.4541015625,13964.515625,13299.5390625
0,27,12,0,0,1,0,12147.4541015625,14322.5810546875,20142.890625
0,33,12,0,0,1,0,12147.4541015625,16112.9033203125,24382.48828125
0,27,12,0,0,1,0,12147.4541015625,23274.193359375,26599.078125
0,30,12,1,0,1,0,12225.8251953125,10741.9345703125,18962.1875
0,46,12,0,0,1,0,12343.380859375,11637.0966796875,11230.7216796875
0,23,14,0,0,1,0,12343.380859375,12532.2578125,14186.1748046875
0,25,16,0,0,1,0,12343.380859375,13606.4521484375,21427.03515625
0,27,14,0,0,1,0,12419.7919921875,16829.03125,25178.982421875
0,49,16,0,0,1,0,12504.041015625,12353.2255859375,12560.67578125
0,22,12,0,0,1,0,12539.3076171875,12532.2578125,14369.4130859375
0,28,16,0,0,1,0,12572.615234375,21483.87109375,23495.853515625
0,24,12,1,0,1,0,12658.8232421875,19693.548828125,19210.4453125
0,37,17,1,0,1,0,12735.234375,1306.935546875,4236.64208984375
0,22,13,0,0,0,0,12735.234375,12532.2578125,17732.71875
0,23,17,0,0,0,0,12735.234375,14322.5810546875,28076.8046875
0,23,12,1,0,0,0,12735.234375,14322.5810546875,20688.171875
0,26,12,0,0,1,0,12735.234375,14322.5810546875,14925.0380859375
0,22,12,0,0,0,0,12735.234375,16112.9033203125,21131.490234375
0,31,14,0,0,1,0,12735.234375,17724.193359375,29850.076171875
0,31,14,0,0,1,0,12735.234375,17724.193359375,29850.076171875
0,54,12,0,0,1,0,12735.234375,17894.2734375,19343.44140625
0,25,16,1,0,1,0,12735.234375,18261.2890625,10521.4130859375
0,28,12,1,0,1,0,12735.234375,19693.548828125,17732.71875
0,19,13,0,0,1,0,12735.234375,19693.548828125,28815.66796875
0,26,17,0,0,1,0,12735.234375,25064.515625,26599.078125
