ids,time_id,treated_group,post,y_instant,y_instant2,y_dynamic,y_dynamic2
8,1,FALSE,FALSE,-0.5693813107627362,-0.5693813107627362,-0.5693813107627362,-0.5693813107627362
8,2,FALSE,FALSE,-1.5652145670945479,-1.5652145670945479,-1.5652145670945479,-1.5652145670945479
8,3,FALSE,FALSE,-2.7196295974890257,-2.7196295974890257,-2.7196295974890257,-2.7196295974890257
8,4,FALSE,FALSE,-3.60221202374155,-3.60221202374155,-3.60221202374155,-3.60221202374155
8,5,FALSE,TRUE,-5.777366416522349,-5.777366416522349,-5.777366416522349,-5.777366416522349
8,6,FALSE,TRUE,-6.814277655480127,-6.814277655480127,-6.814277655480127,-6.814277655480127
8,7,FALSE,TRUE,-7.80564264094258,-7.80564264094258,-7.80564264094258,-7.80564264094258
8,8,FALSE,TRUE,-8.706870583615471,-8.706870583615471,-8.706870583615471,-8.706870583615471
8,9,FALSE,TRUE,-9.754518196662495,-9.754518196662495,-9.754518196662495,-9.754518196662495
8,10,FALSE,TRUE,-10.732346705977838,-10.732346705977838,-10.732346705977838,-10.732346705977838
9,1,FALSE,FALSE,-1.7242860701106546,-1.7242860701106546,-1.7242860701106546,-1.7242860701106546
9,2,FALSE,FALSE,-2.798936665258263,-2.798936665258263,-2.798936665258263,-2.798936665258263
9,3,FALSE,FALSE,-3.848575935651431,-3.848575935651431,-3.848575935651431,-3.848575935651431
9,4,FALSE,FALSE,-4.714853401924119,-4.714853401924119,-4.714853401924119,-4.714853401924119
9,5,FALSE,TRUE,-5.830744190416724,-5.830744190416724,-5.830744190416724,-5.830744190416724
9,6,FALSE,TRUE,-6.710844581285193,-6.710844581285193,-6.710844581285193,-6.710844581285193
9,7,FALSE,TRUE,-7.929463140462999,-7.929463140462999,-7.929463140462999,-7.929463140462999
9,8,FALSE,TRUE,-8.741470482704793,-8.741470482704793,-8.741470482704793,-8.741470482704793
9,9,FALSE,TRUE,-9.823373991703384,-9.823373991703384,-9.823373991703384,-9.823373991703384
9,10,FALSE,TRUE,-10.895961431424334,-10.895961431424334,-10.895961431424334,-10.895961431424334
10,1,FALSE,FALSE,-2.7995953744734234,-2.7995953744734234,-2.7995953744734234,-2.7995953744734234
10,2,FALSE,FALSE,-3.564871995986952,-3.564871995986952,-3.564871995986952,-3.564871995986952
10,3,FALSE,FALSE,-4.765963402014657,-4.765963402014657,-4.765963402014657,-4.765963402014657
10,4,FALSE,FALSE,-5.5625482938882165,-5.5625482938882165,-5.5625482938882165,-5.5625482938882165
10,5,FALSE,TRUE,-6.262814448429971,-6.262814448429971,-6.262814448429971,-6.262814448429971
10,6,FALSE,TRUE,-7.368063149101163,-7.368063149101163,-7.368063149101163,-7.368063149101163
10,7,FALSE,TRUE,-8.37714992531611,-8.37714992531611,-8.37714992531611,-8.37714992531611
10,8,FALSE,TRUE,-9.225142753239604,-9.225142753239604,-9.225142753239604,-9.225142753239604
10,9,FALSE,TRUE,-10.240627928910358,-10.240627928910358,-10.240627928910358,-10.240627928910358
10,10,FALSE,TRUE,-11.524510031969642,-11.524510031969642,-11.524510031969642,-11.524510031969642
11,1,FALSE,FALSE,-1.041459414956454,-1.041459414956454,-1.041459414956454,-1.041459414956454
11,2,FALSE,FALSE,-1.9904366826908502,-1.9904366826908502,-1.9904366826908502,-1.9904366826908502
11,3,FALSE,FALSE,-2.785863661448983,-2.785863661448983,-2.785863661448983,-2.785863661448983
11,4,FALSE,FALSE,-3.895476475047646,-3.895476475047646,-3.895476475047646,-3.895476475047646
11,5,FALSE,TRUE,-6.328013225032548,-6.328013225032548,-6.328013225032548,-6.328013225032548
11,6,FALSE,TRUE,-7.25095212899278,-7.25095212899278,-7.25095212899278,-7.25095212899278
11,7,FALSE,TRUE,-8.482951438448273,-8.482951438448273,-8.482951438448273,-8.482951438448273
11,8,FALSE,TRUE,-9.557383964957626,-9.557383964957626,-9.557383964957626,-9.557383964957626
11,9,FALSE,TRUE,-10.506679770287771,-10.506679770287771,-10.506679770287771,-10.506679770287771
11,10,FALSE,TRUE,-11.434155174802871,-11.434155174802871,-11.434155174802871,-11.434155174802871
12,1,FALSE,FALSE,-4.477634737361375,-4.477634737361375,-4.477634737361375,-4.477634737361375
12,2,FALSE,FALSE,-5.314522471402318,-5.314522471402318,-5.314522471402318,-5.314522471402318
12,3,FALSE,FALSE,-6.602861312846718,-6.602861312846718,-6.602861312846718,-6.602861312846718
12,4,FALSE,FALSE,-7.315697568025886,-7.315697568025886,-7.315697568025886,-7.315697568025886
12,5,FALSE,TRUE,-5.355991165553826,-5.355991165553826,-5.355991165553826,-5.355991165553826
12,6,FALSE,TRUE,-6.502198823213346,-6.502198823213346,-6.502198823213346,-6.502198823213346
12,7,FALSE,TRUE,-7.510367982174266,-7.510367982174266,-7.510367982174266,-7.510367982174266
12,8,FALSE,TRUE,-8.334215282811433,-8.334215282811433,-8.334215282811433,-8.334215282811433
12,9,FALSE,TRUE,-9.480738810971298,-9.480738810971298,-9.480738810971298,-9.480738810971298
12,10,FALSE,TRUE,-10.399046052800779,-10.399046052800779,-10.399046052800779,-10.399046052800779
13,1,FALSE,FALSE,-1.4228588487771001,-1.4228588487771001,-1.4228588487771001,-1.4228588487771001
13,2,FALSE,FALSE,-2.2243788667394573,-2.2243788667394573,-2.2243788667394573,-2.2243788667394573
13,3,FALSE,FALSE,-3.506168977298391,-3.506168977298391,-3.506168977298391,-3.506168977298391
13,4,FALSE,FALSE,-4.405885059382346,-4.405885059382346,-4.405885059382346,-4.405885059382346
13,5,FALSE,TRUE,-5.805710840353715,-5.805710840353715,-5.805710840353715,-5.805710840353715
13,6,FALSE,TRUE,-6.871600675011411,-6.871600675011411,-6.871600675011411,-6.871600675011411
13,7,FALSE,TRUE,-7.864369528188643,-7.864369528188643,-7.864369528188643,-7.864369528188643
13,8,FALSE,TRUE,-8.717161672038294,-8.717161672038294,-8.717161672038294,-8.717161672038294
13,9,FALSE,TRUE,-9.860135274027584,-9.860135274027584,-9.860135274027584,-9.860135274027584
13,10,FALSE,TRUE,-10.838498013177269,-10.838498013177269,-10.838498013177269,-10.838498013177269
14,1,TRUE,FALSE,-1.844375023457868,-1.344375023457868,-1.844375023457868,-1.344375023457868
14,2,TRUE,FALSE,-2.765549117372083,-3.265549117372083,-2.765549117372083,-3.265549117372083
14,3,TRUE,FALSE,-3.80373283723476,-3.30373283723476,-3.80373283723476,-3.30373283723476
14,4,TRUE,FALSE,-4.871835041407171,-5.371835041407171,-4.871835041407171,-5.371835041407171
14,5,TRUE,TRUE,-6.9154020009016,-6.4154020009016,-7.9154020009016,-7.4154020009016
14,6,TRUE,TRUE,-7.695446309329342,-8.195446309329341,-7.695446309329342,-8.195446309329341
14,7,TRUE,TRUE,-8.725102681053414,-8.225102681053414,-7.725102681053414,-7.225102681053414
14,8,TRUE,TRUE,-9.681221717423796,-10.181221717423794,-7.681221717423796,-8.181221717423794
14,9,TRUE,TRUE,-10.692391973287359,-10.192391973287359,-8.692391973287359,-8.192391973287359
14,10,TRUE,TRUE,-11.880922321269814,-12.380922321269814,-9.880922321269814,-10.380922321269814
15,1,TRUE,FALSE,-0.28340925310714593,0.2165907468928541,-0.28340925310714593,0.2165907468928541
15,2,TRUE,FALSE,-1.4121584719822775,-1.9121584719822775,-1.4121584719822775,-1.9121584719822775
15,3,TRUE,FALSE,-2.196444680839696,-1.6964446808396958,-2.196444680839696,-1.6964446808396958
15,4,TRUE,FALSE,-3.129339849010718,-3.629339849010718,-3.129339849010718,-3.629339849010718
15,5,TRUE,TRUE,-1.9775321303890538,-1.4775321303890543,-2.977532130389054,-2.4775321303890543
15,6,TRUE,TRUE,-3.0751475251873504,-3.5751475251873504,-3.0751475251873504,-3.5751475251873504
15,7,TRUE,TRUE,-3.931851429238663,-3.431851429238663,-2.931851429238663,-2.431851429238663
15,8,TRUE,TRUE,-4.874589583874681,-5.374589583874681,-2.8745895838746813,-3.3745895838746813
15,9,TRUE,TRUE,-6.028855070392516,-5.528855070392515,-4.028855070392516,-3.528855070392515
15,10,TRUE,TRUE,-6.976337765415175,-7.476337765415175,-4.976337765415175,-5.476337765415175
16,1,FALSE,FALSE,-2.8928995266705386,-2.8928995266705386,-2.8928995266705386,-2.8928995266705386
16,2,FALSE,FALSE,-3.8967820014733516,-3.8967820014733516,-3.8967820014733516,-3.8967820014733516
16,3,FALSE,FALSE,-4.970664350411822,-4.970664350411822,-4.970664350411822,-4.970664350411822
16,4,FALSE,FALSE,-6.004045669487103,-6.004045669487103,-6.004045669487103,-6.004045669487103
16,5,FALSE,TRUE,-5.489276195712135,-5.489276195712135,-5.489276195712135,-5.489276195712135
16,6,FALSE,TRUE,-6.454190422964894,-6.454190422964894,-6.454190422964894,-6.454190422964894
16,7,FALSE,TRUE,-7.4620896973283655,-7.4620896973283655,-7.4620896973283655,-7.4620896973283655
16,8,FALSE,TRUE,-8.429757253817854,-8.429757253817854,-8.429757253817854,-8.429757253817854
16,9,FALSE,TRUE,-9.294975652594855,-9.294975652594855,-9.294975652594855,-9.294975652594855
16,10,FALSE,TRUE,-10.423672759292542,-10.423672759292542,-10.423672759292542,-10.423672759292542
17,1,FALSE,FALSE,-0.2070182917036063,-0.2070182917036063,-0.2070182917036063,-0.2070182917036063
17,2,FALSE,FALSE,-1.182652645214325,-1.182652645214325,-1.182652645214325,-1.182652645214325
17,3,FALSE,FALSE,-2.065863003909384,-2.065863003909384,-2.065863003909384,-2.065863003909384
17,4,FALSE,FALSE,-3.147270907611385,-3.147270907611385,-3.147270907611385,-3.147270907611385
17,5,FALSE,TRUE,-4.106786822270103,-4.106786822270103,-4.106786822270103,-4.106786822270103
17,6,FALSE,TRUE,-4.9914727024430015,-4.9914727024430015,-4.9914727024430015,-4.9914727024430015
17,7,FALSE,TRUE,-6.124430627984714,-6.124430627984714,-6.124430627984714,-6.124430627984714
17,8,FALSE,TRUE,-7.008705953362346,-7.008705953362346,-7.008705953362346,-7.008705953362346
17,9,FALSE,TRUE,-8.06643202985637,-8.06643202985637,-8.06643202985637,-8.06643202985637
17,10,FALSE,TRUE,-9.131057405003062,-9.131057405003062,-9.131057405003062,-9.131057405003062
18,1,FALSE,FALSE,-1.993861999301326,-1.993861999301326,-1.993861999301326,-1.993861999301326
18,2,FALSE,FALSE,-3.0076203086303046,-3.0076203086303046,-3.0076203086303046,-3.0076203086303046
18,3,FALSE,FALSE,-4.181329608020224,-4.181329608020224,-4.181329608020224,-4.181329608020224
18,4,FALSE,FALSE,-5.116411621897619,-5.116411621897619,-5.116411621897619,-5.116411621897619
18,5,FALSE,TRUE,-6.091549436490137,-6.091549436490137,-6.091549436490137,-6.091549436490137
18,6,FALSE,TRUE,-7.0517666316345755,-7.0517666316345755,-7.0517666316345755,-7.0517666316345755
18,7,FALSE,TRUE,-8.151178578431756,-8.151178578431756,-8.151178578431756,-8.151178578431756
18,8,FALSE,TRUE,-9.263994261690616,-9.263994261690616,-9.263994261690616,-9.263994261690616
18,9,FALSE,TRUE,-10.182121066604399,-10.182121066604399,-10.182121066604399,-10.182121066604399
18,10,FALSE,TRUE,-11.096444224021852,-11.096444224021852,-11.096444224021852,-11.096444224021852
19,1,FALSE,FALSE,-1.9735525397459233,-1.9735525397459233,-1.9735525397459233,-1.9735525397459233
19,2,FALSE,FALSE,-3.0173253043439514,-3.0173253043439514,-3.0173253043439514,-3.0173253043439514
19,3,FALSE,FALSE,-4.014727831674697,-4.014727831674697,-4.014727831674697,-4.014727831674697
19,4,FALSE,FALSE,-5.268091185393107,-5.268091185393107,-5.268091185393107,-5.268091185393107
19,5,FALSE,TRUE,-6.757275862733589,-6.757275862733589,-6.757275862733589,-6.757275862733589
19,6,FALSE,TRUE,-7.80025246334957,-7.80025246334957,-7.80025246334957,-7.80025246334957
19,7,FALSE,TRUE,-8.77545872150288,-8.77545872150288,-8.77545872150288,-8.77545872150288
19,8,FALSE,TRUE,-9.910117234060463,-9.910117234060463,-9.910117234060463,-9.910117234060463
19,9,FALSE,TRUE,-10.869047601163254,-10.869047601163254,-10.869047601163254,-10.869047601163254
19,10,FALSE,TRUE,-11.771857739448217,-11.771857739448217,-11.771857739448217,-11.771857739448217
20,1,TRUE,FALSE,1.5357325409853275,2.0357325409853275,1.5357325409853275,2.0357325409853275
20,2,TRUE,FALSE,0.6683189362423225,0.16831893624232258,0.6683189362423225,0.16831893624232258
20,3,TRUE,FALSE,-0.5635710586573603,-0.06357105865736035,-0.5635710586573603,-0.06357105865736035
20,4,TRUE,FALSE,-1.305976238109382,-1.805976238109382,-1.305976238109382,-1.805976238109382
20,5,TRUE,TRUE,0.9383698094384969,1.438369809438497,-0.061630190561503095,0.4383698094384969
20,6,TRUE,TRUE,-0.21293704789789114,-0.7129370478978911,-0.21293704789789114,-0.7129370478978911
20,7,TRUE,TRUE,-1.1939424826638154,-0.6939424826638154,-0.19394248266381542,0.3060575173361846
20,8,TRUE,TRUE,-2.2960923359236793,-2.7960923359236793,-0.29609233592367934,-0.7960923359236793
20,9,TRUE,TRUE,-3.306134987451984,-2.806134987451984,-1.3061349874519839,-0.8061349874519839
20,10,TRUE,TRUE,-4.257010050842041,-4.757010050842041,-2.2570100508420414,-2.7570100508420405
21,1,TRUE,FALSE,-1.4693754315440428,-0.9693754315440428,-1.4693754315440428,-0.9693754315440428
21,2,TRUE,FALSE,-2.1374570527024512,-2.6374570527024512,-2.1374570527024512,-2.6374570527024512
21,3,TRUE,FALSE,-3.2994539354683816,-2.7994539354683816,-3.2994539354683816,-2.7994539354683816
21,4,TRUE,FALSE,-4.10302764696304,-4.60302764696304,-4.10302764696304,-4.60302764696304
21,5,TRUE,TRUE,-3.2065718436077812,-2.7065718436077812,-4.206571843607781,-3.7065718436077812
21,6,TRUE,TRUE,-4.311017748998182,-4.811017748998182,-4.311017748998182,-4.811017748998182
21,7,TRUE,TRUE,-5.337703251496031,-4.837703251496031,-4.337703251496031,-3.8377032514960314
21,8,TRUE,TRUE,-6.108738210480175,-6.608738210480174,-4.108738210480175,-4.608738210480174
21,9,TRUE,TRUE,-7.440526961783719,-6.940526961783719,-5.440526961783719,-4.940526961783719
21,10,TRUE,TRUE,-8.37467912307333,-8.87467912307333,-6.37467912307333,-6.87467912307333
22,1,FALSE,FALSE,-1.3045894160582987,-1.3045894160582987,-1.3045894160582987,-1.3045894160582987
22,2,FALSE,FALSE,-2.19497609279828,-2.19497609279828,-2.19497609279828,-2.19497609279828
22,3,FALSE,FALSE,-3.3322395399667646,-3.3322395399667646,-3.3322395399667646,-3.3322395399667646
22,4,FALSE,FALSE,-4.282867646550873,-4.282867646550873,-4.282867646550873,-4.282867646550873
22,5,FALSE,TRUE,-7.78782845879036,-7.78782845879036,-7.78782845879036,-7.78782845879036
22,6,FALSE,TRUE,-8.808355497956216,-8.808355497956216,-8.808355497956216,-8.808355497956216
22,7,FALSE,TRUE,-9.627515903858304,-9.627515903858304,-9.627515903858304,-9.627515903858304
22,8,FALSE,TRUE,-10.824934885295951,-10.824934885295951,-10.824934885295951,-10.824934885295951
22,9,FALSE,TRUE,-11.694612804253223,-11.694612804253223,-11.694612804253223,-11.694612804253223
22,10,FALSE,TRUE,-12.724914219261635,-12.724914219261635,-12.724914219261635,-12.724914219261635
23,1,FALSE,FALSE,-0.3804566133764957,-0.3804566133764957,-0.3804566133764957,-0.3804566133764957
23,2,FALSE,FALSE,-1.39155395693227,-1.39155395693227,-1.39155395693227,-1.39155395693227
23,3,FALSE,FALSE,-2.2618901343050837,-2.2618901343050837,-2.2618901343050837,-2.2618901343050837
23,4,FALSE,FALSE,-3.288623291082043,-3.288623291082043,-3.288623291082043,-3.288623291082043
23,5,FALSE,TRUE,-4.532324150727139,-4.532324150727139,-4.532324150727139,-4.532324150727139
23,6,FALSE,TRUE,-5.6393262044142896,-5.6393262044142896,-5.6393262044142896,-5.6393262044142896
23,7,FALSE,TRUE,-6.695101810484875,-6.695101810484875,-6.695101810484875,-6.695101810484875
23,8,FALSE,TRUE,-7.642607917840847,-7.642607917840847,-7.642607917840847,-7.642607917840847
23,9,FALSE,TRUE,-8.651288190212526,-8.651288190212526,-8.651288190212526,-8.651288190212526
23,10,FALSE,TRUE,-9.688377592150612,-9.688377592150612,-9.688377592150612,-9.688377592150612
24,1,TRUE,FALSE,1.5056885253391468,2.0056885253391465,1.5056885253391468,2.0056885253391465
24,2,TRUE,FALSE,0.22302298085728722,-0.276977019142713,0.22302298085728722,-0.276977019142713
24,3,TRUE,FALSE,-0.5551739653820877,-0.05517396538208774,-0.5551739653820877,-0.05517396538208774
24,4,TRUE,FALSE,-1.6617171663235915,-2.1617171663235917,-1.6617171663235915,-2.1617171663235917
24,5,TRUE,TRUE,-2.0221602679988213,-1.5221602679988213,-3.0221602679988213,-2.5221602679988213
24,6,TRUE,TRUE,-3.4174025988345162,-3.9174025988345162,-3.4174025988345162,-3.9174025988345162
24,7,TRUE,TRUE,-4.143378961153569,-3.643378961153569,-3.143378961153569,-2.643378961153569
24,8,TRUE,TRUE,-4.969524026925158,-5.469524026925158,-2.969524026925158,-3.469524026925158
24,9,TRUE,TRUE,-6.0726225951497534,-5.5726225951497534,-4.0726225951497534,-3.5726225951497534
24,10,TRUE,TRUE,-7.150876738723849,-7.650876738723849,-5.150876738723849,-5.650876738723849
25,1,FALSE,FALSE,-2.211600625765892,-2.211600625765892,-2.211600625765892,-2.211600625765892
25,2,FALSE,FALSE,-3.1692431778148755,-3.1692431778148755,-3.1692431778148755,-3.1692431778148755
25,3,FALSE,FALSE,-4.329609870089985,-4.329609870089985,-4.329609870089985,-4.329609870089985
25,4,FALSE,FALSE,-5.2110955338692575,-5.2110955338692575,-5.2110955338692575,-5.2110955338692575
25,5,FALSE,TRUE,-6.183283207634061,-6.183283207634061,-6.183283207634061,-6.183283207634061
25,6,FALSE,TRUE,-7.077484143815114,-7.077484143815114,-7.077484143815114,-7.077484143815114
25,7,FALSE,TRUE,-8.19605035201236,-8.19605035201236,-8.19605035201236,-8.19605035201236
25,8,FALSE,TRUE,-9.24314710168876,-9.24314710168876,-9.24314710168876,-9.24314710168876
25,9,FALSE,TRUE,-10.036412486445393,-10.036412486445393,-10.036412486445393,-10.036412486445393
25,10,FALSE,TRUE,-11.153884642095754,-11.153884642095754,-11.153884642095754,-11.153884642095754
26,1,FALSE,FALSE,-2.895064368547416,-2.895064368547416,-2.895064368547416,-2.895064368547416
26,2,FALSE,FALSE,-3.712924307286354,-3.712924307286354,-3.712924307286354,-3.712924307286354
26,3,FALSE,FALSE,-4.790649846760265,-4.790649846760265,-4.790649846760265,-4.790649846760265
26,4,FALSE,FALSE,-5.999204571725467,-5.999204571725467,-5.999204571725467,-5.999204571725467
26,5,FALSE,TRUE,-5.631202937252232,-5.631202937252232,-5.631202937252232,-5.631202937252232
26,6,FALSE,TRUE,-6.70552645526581,-6.70552645526581,-6.70552645526581,-6.70552645526581
26,7,FALSE,TRUE,-7.736414720662529,-7.736414720662529,-7.736414720662529,-7.736414720662529
26,8,FALSE,TRUE,-8.874376214656571,-8.874376214656571,-8.874376214656571,-8.874376214656571
26,9,FALSE,TRUE,-9.615400839276676,-9.615400839276676,-9.615400839276676,-9.615400839276676
26,10,FALSE,TRUE,-10.67009352215722,-10.67009352215722,-10.67009352215722,-10.67009352215722
27,1,TRUE,FALSE,0.3777858295459492,0.8777858295459492,0.3777858295459492,0.8777858295459492
27,2,TRUE,FALSE,-0.49677409003326445,-0.9967740900332644,-0.49677409003326445,-0.9967740900332644
27,3,TRUE,FALSE,-1.397435733405524,-0.89743573340552385,-1.397435733405524,-0.89743573340552385
27,4,TRUE,FALSE,-2.4048550893685623,-2.9048550893685623,-2.4048550893685623,-2.9048550893685623
27,5,TRUE,TRUE,-4.900038785177272,-4.400038785177272,-5.900038785177272,-5.400038785177272
27,6,TRUE,TRUE,-6.104701512099746,-6.604701512099746,-6.104701512099746,-6.604701512099746
27,7,TRUE,TRUE,-6.694644392532293,-6.194644392532293,-5.694644392532293,-5.194644392532293
27,8,TRUE,TRUE,-7.879021946096489,-8.37902194609649,-5.879021946096489,-6.379021946096489
27,9,TRUE,TRUE,-8.99000452675613,-8.49000452675613,-6.990004526756129,-6.49000452675613
27,10,TRUE,TRUE,-9.93280418682151,-10.43280418682151,-7.932804186821511,-8.43280418682151
28,1,FALSE,FALSE,-0.9454155874470589,-0.9454155874470589,-0.9454155874470589,-0.9454155874470589
28,2,FALSE,FALSE,-1.8370887977571453,-1.8370887977571453,-1.8370887977571453,-1.8370887977571453
